"","Produkt","Kategoria","Segment","Sprzedaz2013","Sprzedaz2014","Marza2013","Marza2014","Sztuki2013","Sztuki2014"
"4179","Produkt 18","Fragrances","Mass women's fragrances","445","225",198,33,198,107
"4180","Produkt 23","Fragrances","Premium men's fragrances","901","232",405,72,307,99
"4181","Produkt 28","Fragrances","Premium women's fragrances","804","985",362,424,285,409
"4182","Produkt 3","Fragrances","Mass men's fragrances","557","692",250,247,214,254
"4183","Produkt 8","Fragrances","Mass women's fragrances","574","256",256,86,200,124
"4184","Produkt 13","Fragrances","Premium men's fragrances","702","67",314,-5,234,26
"4185","Produkt 18","Fragrances","Premium women's fragrances","681","108",307,32,289,38
"4186","Produkt 23","Fragrances","Mass men's fragrances","822","121",368,-4,360,42
"4187","Produkt 28","Fragrances","Mass women's fragrances","44","810",19,314,18,351
"4188","Produkt 8","Fragrances","Premium women's fragrances","112","479",49,188,47,179
"4189","Produkt 13","Fragrances","Mass men's fragrances","99","622",43,226,41,218
"4190","Produkt 18","Fragrances","Mass women's fragrances","555","573",249,253,232,212
"4191","Produkt 23","Fragrances","Premium men's fragrances","688","546",309,218,304,186
"4192","Produkt 28","Fragrances","Premium women's fragrances","344","194",154,57,121,77
"4193","Produkt 3","Fragrances","Mass men's fragrances","592","310",266,120,246,110
"4194","Produkt 8","Fragrances","Mass women's fragrances","135","944",60,362,64,349
"4195","Produkt 13","Fragrances","Premium men's fragrances","392","607",176,252,147,285
"4196","Produkt 18","Fragrances","Premium women's fragrances","54","731",24,300,20,304
"4197","Produkt 23","Fragrances","Mass men's fragrances","217","163",96,26,80,60
"4198","Produkt 28","Fragrances","Mass women's fragrances","375","924",167,357,127,446
"4199","Produkt 3","Fragrances","Premium men's fragrances","463","989",207,371,161,371
"4200","Produkt 8","Fragrances","Premium women's fragrances","6","38",3,-49,3,13
"4201","Produkt 13","Fragrances","Mass men's fragrances","432","467",194,179,188,208
"4202","Produkt 18","Fragrances","Mass women's fragrances","507","761",228,314,205,312
"4203","Produkt 23","Fragrances","Premium men's fragrances","533","31",239,-35,193,11
"4204","Produkt 28","Fragrances","Premium women's fragrances","525","317",235,107,221,153
"4205","Produkt 3","Fragrances","Mass men's fragrances","545","614",243,257,266,220
"4206","Produkt 8","Fragrances","Mass women's fragrances","999","364",448,109,419,144
"4207","Produkt 13","Fragrances","Premium men's fragrances","981","866",440,358,364,314
"4208","Produkt 18","Fragrances","Premium women's fragrances","510","715",228,242,216,305
"4209","Produkt 23","Fragrances","Mass men's fragrances","785","959",352,402,350,439
"4210","Produkt 28","Fragrances","Mass women's fragrances","219","965",99,390,74,379
"4211","Produkt 3","Fragrances","Premium men's fragrances","466","52",210,-2,183,21
"4212","Produkt 8","Fragrances","Premium women's fragrances","58","693",25,267,29,243
"4213","Produkt 13","Fragrances","Mass men's fragrances","322","1,016",144,403,137,424
"4214","Produkt 18","Fragrances","Mass women's fragrances","299","533",135,195,139,187
"4215","Produkt 23","Fragrances","Premium men's fragrances","958","247",430,72,341,92
"4216","Produkt 28","Fragrances","Premium women's fragrances","541","115",242,-8,253,45
"4217","Produkt 3","Fragrances","Mass men's fragrances","624","772",280,308,224,376
"4218","Produkt 8","Fragrances","Mass women's fragrances","488","618",218,228,214,251
"4219","Produkt 13","Fragrances","Premium men's fragrances","616","825",275,346,229,401
"4220","Produkt 18","Fragrances","Premium women's fragrances","609","1,000",273,404,275,368
"4221","Produkt 23","Fragrances","Mass men's fragrances","697","240",312,59,319,119
"4222","Produkt 28","Fragrances","Mass women's fragrances","594","370",266,99,272,131
"4223","Produkt 3","Fragrances","Premium men's fragrances","465","712",209,303,175,295
"4224","Produkt 8","Fragrances","Premium women's fragrances","212","702",95,277,93,335
"4225","Produkt 13","Fragrances","Mass men's fragrances","339","598",151,204,126,261
"4226","Produkt 18","Fragrances","Mass women's fragrances","962","600",431,248,373,222
"4227","Produkt 23","Fragrances","Premium men's fragrances","239","70",107,9,90,33
"4228","Produkt 28","Fragrances","Premium women's fragrances","842","100",377,32,398,39
"4229","Produkt 3","Fragrances","Mass men's fragrances","281","139",125,11,126,64
"4230","Produkt 8","Fragrances","Mass women's fragrances","403","648",181,280,194,264
"4231","Produkt 13","Fragrances","Premium men's fragrances","191","819",85,323,65,307
"4232","Produkt 18","Fragrances","Premium women's fragrances","378","1,091",169,452,188,434
"4233","Produkt 23","Fragrances","Mass men's fragrances","863","37",388,-27,406,15
"4234","Produkt 28","Fragrances","Mass women's fragrances","121","305",54,95,51,146
"4235","Produkt 3","Fragrances","Premium men's fragrances","881","1,066",395,416,322,377
"4236","Produkt 8","Fragrances","Premium women's fragrances","344","790",154,299,118,270
"4237","Produkt 13","Fragrances","Mass men's fragrances","302","832",135,309,102,287
"4238","Produkt 18","Fragrances","Mass women's fragrances","560","991",251,382,207,388
"4239","Produkt 23","Fragrances","Premium men's fragrances","61","474",27,171,25,210
"4240","Produkt 13","Fragrances","Premium men's fragrances","239","307",107,112,113,117
"4241","Produkt 18","Fragrances","Premium women's fragrances","24","448",10,126,10,209
"4242","Produkt 23","Fragrances","Mass men's fragrances","758","408",341,176,292,195
"4243","Produkt 28","Fragrances","Mass women's fragrances","633","624",285,238,257,304
"4244","Produkt 3","Fragrances","Premium men's fragrances","587","934",264,385,234,325
"4245","Produkt 8","Fragrances","Premium women's fragrances","367","297",165,108,140,101
"4246","Produkt 13","Fragrances","Mass men's fragrances","559","884",250,339,229,348
"4247","Produkt 18","Fragrances","Mass women's fragrances","301","569",135,203,144,253
"4248","Produkt 23","Fragrances","Premium men's fragrances","482","245",216,85,176,86
"4249","Produkt 28","Fragrances","Premium women's fragrances","318","487",142,170,107,197
"4250","Produkt 3","Fragrances","Mass men's fragrances","428","893",191,337,172,314
"4251","Produkt 8","Fragrances","Mass women's fragrances","365","346",162,132,132,150
"4252","Produkt 13","Fragrances","Premium men's fragrances","730","424",327,160,261,188
"4253","Produkt 18","Fragrances","Premium women's fragrances","281","815",125,303,116,301
"4254","Produkt 23","Fragrances","Mass men's fragrances","162","1,062",73,438,57,465
"4255","Produkt 28","Fragrances","Mass women's fragrances","287","959",128,389,126,367
"4256","Produkt 3","Fragrances","Premium men's fragrances","170","398",76,116,77,162
"4257","Produkt 8","Fragrances","Premium women's fragrances","253","641",113,227,114,307
"4258","Produkt 13","Fragrances","Mass men's fragrances","564","176",253,46,208,59
"4259","Produkt 18","Fragrances","Mass women's fragrances","844","584",379,208,318,290
"4260","Produkt 23","Fragrances","Premium men's fragrances","727","679",326,253,279,264
"4261","Produkt 28","Fragrances","Premium women's fragrances","443","40",199,-30,185,17
"4262","Produkt 3","Fragrances","Mass men's fragrances","79","300",34,90,28,108
"4263","Produkt 8","Fragrances","Mass women's fragrances","213","80",96,8,93,30
"4264","Produkt 13","Fragrances","Premium men's fragrances","53","519",22,191,23,177
"4265","Produkt 18","Fragrances","Premium women's fragrances","261","44",116,-11,109,18
"4266","Produkt 23","Fragrances","Mass men's fragrances","233","434",103,175,82,162
"4267","Produkt 28","Fragrances","Mass women's fragrances","898","199",403,35,383,68
"4268","Produkt 3","Fragrances","Premium men's fragrances","183","533",81,173,74,265
"4269","Produkt 8","Fragrances","Premium women's fragrances","886","275",398,90,328,131
"4270","Produkt 13","Fragrances","Mass men's fragrances","622","799",278,335,236,275
"4271","Produkt 18","Fragrances","Mass women's fragrances","192","970",86,380,67,484
"4272","Produkt 23","Fragrances","Premium men's fragrances","266","644",118,267,95,296
"4273","Produkt 28","Fragrances","Premium women's fragrances","488","868",218,360,164,303
"4274","Produkt 3","Fragrances","Mass men's fragrances","846","751",379,312,308,274
"4275","Produkt 8","Fragrances","Mass women's fragrances","652","342",293,89,236,135
"4276","Produkt 13","Fragrances","Premium men's fragrances","500","759",224,272,214,329
"4277","Produkt 18","Fragrances","Premium women's fragrances","385","900",173,341,143,398
"4278","Produkt 23","Fragrances","Mass men's fragrances","740","75",332,23,258,36
"4279","Produkt 28","Fragrances","Mass women's fragrances","465","846",208,351,186,282
"4280","Produkt 3","Fragrances","Premium men's fragrances","817","836",366,355,273,371
"4281","Produkt 8","Fragrances","Premium women's fragrances","588","751",263,269,286,301
"4282","Produkt 13","Fragrances","Mass men's fragrances","32","605",14,209,13,234
"4283","Produkt 18","Fragrances","Mass women's fragrances","515","503",231,213,228,249
"4284","Produkt 23","Fragrances","Premium men's fragrances","898","946",403,398,440,370
"4285","Produkt 28","Fragrances","Premium women's fragrances","872","886",391,326,316,338
"4286","Produkt 3","Fragrances","Mass men's fragrances","506","525",227,210,216,235
"4287","Produkt 8","Fragrances","Mass women's fragrances","214","668",95,289,106,252
"4288","Produkt 13","Fragrances","Premium men's fragrances","51","548",22,225,20,229
"4289","Produkt 18","Fragrances","Premium women's fragrances","906","46",408,-9,311,17
"4290","Produkt 23","Fragrances","Mass men's fragrances","557","47",249,-12,201,16
"4291","Produkt 28","Fragrances","Mass women's fragrances","666","109",298,-26,234,44
"4292","Produkt 3","Fragrances","Premium men's fragrances","99","395",44,146,34,173
"4293","Produkt 8","Fragrances","Premium women's fragrances","235","585",105,226,96,202
"4294","Produkt 13","Fragrances","Mass men's fragrances","872","862",392,354,292,367
"4295","Produkt 18","Fragrances","Mass women's fragrances","781","554",351,212,270,193
"4296","Produkt 23","Fragrances","Premium men's fragrances","691","755",311,319,315,339
"4297","Produkt 28","Fragrances","Premium women's fragrances","940","1,065",422,434,326,415
"4298","Produkt 3","Fragrances","Mass men's fragrances","694","587",311,235,317,216
"4299","Produkt 8","Fragrances","Mass women's fragrances","87","241",38,63,30,108
"4300","Produkt 13","Fragrances","Premium men's fragrances","560","240",250,72,206,108
"4301","Produkt 18","Fragrances","Premium women's fragrances","746","125",335,5,299,48
"4302","Produkt 23","Fragrances","Mass men's fragrances","593","250",266,80,278,102
"4303","Produkt 28","Fragrances","Mass women's fragrances","291","724",131,274,104,262
"4304","Produkt 3","Fragrances","Premium men's fragrances","733","486",328,148,293,182
"4305","Produkt 8","Fragrances","Premium women's fragrances","293","317",130,86,131,114
"4306","Produkt 13","Fragrances","Mass men's fragrances","117","959",52,367,42,324
"4307","Produkt 18","Fragrances","Mass women's fragrances","361","608",162,203,125,221
"4308","Produkt 23","Fragrances","Premium men's fragrances","624","199",280,48,298,82
"4309","Produkt 28","Fragrances","Premium women's fragrances","563","511",252,157,203,182
"4310","Produkt 3","Fragrances","Mass men's fragrances","897","151",404,51,379,69
"4311","Produkt 8","Fragrances","Mass women's fragrances","633","564",285,231,316,253
"4312","Produkt 13","Fragrances","Premium men's fragrances","357","370",160,136,173,150
"4313","Produkt 18","Fragrances","Premium women's fragrances","504","788",225,304,177,391
"4314","Produkt 23","Fragrances","Mass men's fragrances","958","955",430,369,446,324
"4315","Produkt 28","Fragrances","Mass women's fragrances","285","784",126,280,141,300
"4316","Produkt 3","Fragrances","Premium men's fragrances","734","383",330,147,323,146
"4317","Produkt 8","Fragrances","Premium women's fragrances","375","694",168,291,133,269
"4318","Produkt 13","Fragrances","Mass men's fragrances","443","1,096",199,460,181,439
"4319","Produkt 18","Fragrances","Mass women's fragrances","372","342",167,131,131,131
"4320","Produkt 23","Fragrances","Premium men's fragrances","388","835",173,312,155,393
"4321","Produkt 28","Fragrances","Premium women's fragrances","695","731",312,280,280,357
"4322","Produkt 3","Fragrances","Mass men's fragrances","296","394",131,115,109,134
"4323","Produkt 8","Fragrances","Mass women's fragrances","20","972",8,401,9,332
"4324","Produkt 13","Fragrances","Premium men's fragrances","754","124",339,-10,257,50
"4325","Produkt 18","Fragrances","Premium women's fragrances","228","263",102,81,95,94
"4326","Produkt 23","Fragrances","Mass men's fragrances","854","534",384,205,295,183
"4327","Produkt 28","Fragrances","Mass women's fragrances","134","187",59,19,47,68
"4328","Produkt 3","Fragrances","Premium men's fragrances","805","112",361,-12,351,51
"4329","Produkt 8","Fragrances","Premium women's fragrances","86","922",37,367,41,456
"4330","Produkt 13","Fragrances","Mass men's fragrances","930","840",418,359,378,337
"4331","Produkt 18","Fragrances","Mass women's fragrances","265","13",118,-30,97,6
"4332","Produkt 23","Fragrances","Premium men's fragrances","503","905",226,358,224,398
"4333","Produkt 28","Fragrances","Premium women's fragrances","661","650",297,237,263,231
"4334","Produkt 3","Fragrances","Mass men's fragrances","77","136",33,0,37,46
"4335","Produkt 8","Fragrances","Mass women's fragrances","541","916",242,359,206,342
"4336","Produkt 13","Fragrances","Premium men's fragrances","214","502",95,200,76,172
"4337","Produkt 18","Fragrances","Premium women's fragrances","584","668",261,267,220,236
"4338","Produkt 23","Fragrances","Mass men's fragrances","310","248",139,80,108,114
"4339","Produkt 28","Fragrances","Mass women's fragrances","480","918",215,374,231,348
"4340","Produkt 3","Fragrances","Premium men's fragrances","512","347",230,94,204,129
"4341","Produkt 8","Fragrances","Premium women's fragrances","65","33",29,-23,23,12
"4342","Produkt 13","Fragrances","Mass men's fragrances","696","935",313,352,236,400
"4343","Produkt 18","Fragrances","Mass women's fragrances","29","278",13,103,12,116
